Label,Probabilities
1,[ 0.47820485  0.52179509]
1,[ 0.49141681  0.50858313]
1,[ 0.47757488  0.52242512]
1,[ 0.48244172  0.51755828]
0,[ 0.50883794  0.49116203]
1,[ 0.47252056  0.52747947]
1,[ 0.49200335  0.50799662]
1,[ 0.47577608  0.52422392]
0,[ 0.5018487   0.49815124]
1,[ 0.48047858  0.51952147]
1,[ 0.49969247  0.50030756]
1,[ 0.48369089  0.51630914]
1,[ 0.48677811  0.51322186]
0,[ 0.50023717  0.4997628 ]
1,[ 0.49697092  0.50302911]
0,[ 0.51084572  0.48915425]
1,[ 0.47397408  0.52602595]
1,[ 0.475546  0.524454]
0,[ 0.50773311  0.49226692]
1,[ 0.49119237  0.5088076 ]
0,[ 0.5075509  0.4924491]
0,[ 0.50897759  0.49102244]
1,[ 0.48022991  0.51977009]
1,[ 0.49266899  0.50733101]
1,[ 0.47888556  0.52111447]
1,[ 0.48911229  0.51088774]
0,[ 0.50339407  0.4966059 ]
1,[ 0.49725544  0.50274456]
1,[ 0.47935957  0.52064043]
1,[ 0.49350876  0.50649124]
0,[ 0.50424767  0.49575233]
1,[ 0.48820531  0.51179463]
1,[ 0.477328    0.52267206]
0,[ 0.50058687  0.49941313]
1,[ 0.48348558  0.51651442]
0,[ 0.51413709  0.48586297]
1,[ 0.4848341   0.51516587]
1,[ 0.4831441  0.5168559]
1,[ 0.48746118  0.51253879]
1,[ 0.47662768  0.52337235]
1,[ 0.49036491  0.50963509]
1,[ 0.49221718  0.50778276]
1,[ 0.48464388  0.51535612]
1,[ 0.48511133  0.5148887 ]
0,[ 0.50564516  0.49435481]
1,[ 0.47710782  0.52289218]
1,[ 0.48059741  0.51940256]
1,[ 0.47804692  0.52195311]
0,[ 0.50216389  0.49783611]
1,[ 0.48707598  0.51292396]
0,[ 0.50679481  0.49320513]
1,[ 0.49281901  0.50718099]
1,[ 0.49656862  0.50343138]
0,[ 0.50063717  0.49936289]
1,[ 0.4847655   0.51523447]
1,[ 0.49601531  0.50398475]
1,[ 0.49665835  0.50334167]
1,[ 0.48176214  0.51823783]
1,[ 0.49208373  0.50791627]
1,[ 0.49354279  0.50645721]
1,[ 0.48531017  0.5146898 ]
1,[ 0.47527146  0.52472854]
1,[ 0.49200052  0.50799942]
1,[ 0.49266729  0.50733268]
1,[ 0.48808405  0.51191592]
0,[ 0.51150596  0.48849401]
1,[ 0.49667054  0.50332952]
1,[ 0.48169243  0.51830757]
1,[ 0.48337826  0.51662177]
1,[ 0.48347503  0.51652497]
1,[ 0.47107628  0.52892375]
1,[ 0.48374844  0.51625156]
1,[ 0.47787988  0.52212012]
1,[ 0.47898555  0.52101445]
1,[ 0.49967107  0.50032896]
1,[ 0.47137633  0.5286237 ]
0,[ 0.50666869  0.49333131]
0,[ 0.50922507  0.49077493]
1,[ 0.48586905  0.51413095]
1,[ 0.48808262  0.51191741]
1,[ 0.48567131  0.51432866]
0,[ 0.50112933  0.4988707 ]
1,[ 0.48088026  0.51911974]
0,[ 0.51219219  0.48780781]
1,[ 0.49082005  0.50917995]
1,[ 0.48368141  0.51631862]
1,[ 0.48167124  0.51832879]
1,[ 0.48569751  0.51430249]
1,[ 0.48696157  0.5130384 ]
0,[ 0.50174147  0.49825847]
1,[ 0.48607343  0.51392651]
1,[ 0.48086414  0.51913583]
0,[ 0.51279247  0.48720756]
1,[ 0.49411255  0.50588745]
1,[ 0.47854239  0.52145761]
1,[ 0.47839841  0.52160162]
1,[ 0.49323282  0.50676721]
1,[ 0.48451543  0.51548457]
1,[ 0.47988275  0.52011722]
1,[ 0.47986317  0.52013683]
1,[ 0.49864104  0.50135893]
1,[ 0.48899764  0.5110023 ]
0,[ 0.50386763  0.49613234]
1,[ 0.49657518  0.50342482]
1,[ 0.49622464  0.50377536]
1,[ 0.49660131  0.50339872]
1,[ 0.49278408  0.50721592]
1,[ 0.49399403  0.50600594]
1,[ 0.4905948  0.5094052]
1,[ 0.4831019  0.5168981]
1,[ 0.4968614  0.5031386]
0,[ 0.50015706  0.49984291]
1,[ 0.4916001  0.5083999]
1,[ 0.48773065  0.51226938]
1,[ 0.49720752  0.50279248]
0,[ 0.50400966  0.49599037]
0,[ 0.50277179  0.49722815]
1,[ 0.47596273  0.52403724]
1,[ 0.49510047  0.50489956]
0,[ 0.51549768  0.48450235]
1,[ 0.48121196  0.51878804]
1,[ 0.4830921   0.51690793]
1,[ 0.47746116  0.52253884]
0,[ 0.503645  0.496355]
1,[ 0.49030331  0.50969666]
1,[ 0.47009414  0.52990586]
0,[ 0.50473899  0.49526101]
1,[ 0.49868622  0.50131381]
1,[ 0.49098203  0.50901794]
0,[ 0.51673776  0.48326224]
1,[ 0.48680663  0.51319331]
1,[ 0.49068692  0.50931311]
1,[ 0.48818377  0.5118162 ]
1,[ 0.48873383  0.51126617]
1,[ 0.4853178   0.51468223]
0,[ 0.51144266  0.48855734]
1,[ 0.4783074   0.52169257]
1,[ 0.47757572  0.52242428]
0,[ 0.51208472  0.48791531]
0,[ 0.50119835  0.49880168]
1,[ 0.48743966  0.51256031]
0,[ 0.50003529  0.49996468]
0,[ 0.50790083  0.49209914]
1,[ 0.49527219  0.50472778]
1,[ 0.48507616  0.51492387]
0,[ 0.5018059  0.4981941]
1,[ 0.49182546  0.50817454]
1,[ 0.48678541  0.51321459]
1,[ 0.48039639  0.51960367]
1,[ 0.49033311  0.50966686]
1,[ 0.47607756  0.52392244]
1,[ 0.49513745  0.50486255]
1,[ 0.48088306  0.51911694]
0,[ 0.5002867   0.49971333]
1,[ 0.4761492  0.5238508]
0,[ 0.50631076  0.49368924]
1,[ 0.48478603  0.51521391]
1,[ 0.47828528  0.52171469]
1,[ 0.48790669  0.51209325]
1,[ 0.47923353  0.5207665 ]
1,[ 0.48740867  0.5125913 ]
0,[ 0.50908941  0.49091059]
0,[ 0.50500357  0.49499643]
1,[ 0.49570817  0.50429183]
1,[ 0.49456021  0.50543982]
1,[ 0.49133867  0.50866127]
1,[ 0.48252875  0.51747131]
1,[ 0.48022413  0.51977587]
1,[ 0.49090472  0.50909531]
1,[ 0.47756532  0.52243471]
1,[ 0.48539594  0.51460403]
1,[ 0.48965424  0.51034576]
0,[ 0.5034458   0.49655423]
0,[ 0.50087655  0.49912345]
1,[ 0.49171665  0.50828332]
1,[ 0.47405487  0.52594513]
1,[ 0.48021397  0.51978606]
1,[ 0.4937785   0.50622147]
1,[ 0.47828701  0.52171302]
1,[ 0.48257223  0.51742774]
1,[ 0.49300402  0.50699604]
1,[ 0.48993623  0.51006377]
0,[ 0.52271092  0.47728905]
1,[ 0.49661237  0.50338763]
1,[ 0.48778951  0.51221055]
1,[ 0.49935833  0.50064164]
1,[ 0.47436783  0.5256322 ]
1,[ 0.47942522  0.52057475]
1,[ 0.48220706  0.51779294]
1,[ 0.4670479   0.53295213]
1,[ 0.48522538  0.51477456]
1,[ 0.48088646  0.51911354]
0,[ 0.50299758  0.49700248]
1,[ 0.47915584  0.52084416]
1,[ 0.49318135  0.50681865]
0,[ 0.50008291  0.49991709]
1,[ 0.4845649  0.5154351]
1,[ 0.48083162  0.51916838]
1,[ 0.48347157  0.51652843]
0,[ 0.51707715  0.48292282]
1,[ 0.4775601   0.52243996]
1,[ 0.49046931  0.50953072]
1,[ 0.48811769  0.51188231]
0,[ 0.52457368  0.47542635]
1,[ 0.49588734  0.50411266]
0,[ 0.51141822  0.48858181]
1,[ 0.47305432  0.52694571]
1,[ 0.48904452  0.51095545]
0,[ 0.50117874  0.49882132]
1,[ 0.4775694   0.52243054]
1,[ 0.48305452  0.51694542]
1,[ 0.47999123  0.5200088 ]
0,[ 0.51088744  0.48911256]
1,[ 0.49239343  0.50760657]
1,[ 0.48902142  0.51097852]
1,[ 0.49075228  0.50924772]
0,[ 0.52818799  0.47181201]
1,[ 0.49015245  0.50984752]
0,[ 0.5102483  0.4897517]
1,[ 0.48248419  0.51751584]
1,[ 0.49126226  0.50873774]
1,[ 0.48549211  0.51450783]
0,[ 0.51267129  0.48732871]
1,[ 0.48605278  0.51394725]
0,[ 0.50119519  0.49880484]
1,[ 0.49073952  0.50926048]
1,[ 0.48358908  0.51641095]
1,[ 0.47504425  0.52495575]
0,[ 0.51025927  0.48974076]
1,[ 0.49245295  0.50754702]
1,[ 0.48230579  0.51769418]
1,[ 0.48806843  0.5119316 ]
1,[ 0.49366784  0.50633216]
1,[ 0.49762598  0.50237405]
1,[ 0.49834347  0.50165653]
1,[ 0.48542327  0.51457679]
1,[ 0.47860309  0.52139693]
1,[ 0.48475903  0.51524097]
0,[ 0.51406175  0.48593825]
0,[ 0.50546896  0.49453107]
1,[ 0.48889372  0.51110625]
1,[ 0.4915013   0.50849873]
1,[ 0.4872584   0.51274163]
0,[ 0.51628274  0.48371726]
1,[ 0.47487965  0.52512038]
1,[ 0.47587577  0.52412421]
1,[ 0.49838412  0.50161588]
0,[ 0.50448668  0.49551329]
1,[ 0.4739753   0.52602476]
1,[ 0.48319829  0.51680166]
1,[ 0.4887619  0.5112381]
1,[ 0.47601196  0.52398801]
1,[ 0.49653739  0.50346267]
1,[ 0.48866522  0.51133472]
1,[ 0.48931074  0.51068926]
1,[ 0.49764246  0.50235754]
0,[ 0.50549346  0.49450657]
1,[ 0.48831403  0.51168597]
1,[ 0.47446927  0.5255307 ]
0,[ 0.51524436  0.48475561]
1,[ 0.49590877  0.50409126]
1,[ 0.47616109  0.52383888]
0,[ 0.50660878  0.49339116]
1,[ 0.4878144   0.51218563]
1,[ 0.4959783  0.5040217]
1,[ 0.49958274  0.50041723]
1,[ 0.4867925  0.5132075]
1,[ 0.47992188  0.52007812]
1,[ 0.49878693  0.50121301]
0,[ 0.51044852  0.48955148]
1,[ 0.48805177  0.51194817]
1,[ 0.49653456  0.50346547]
1,[ 0.48951086  0.51048911]
0,[ 0.50614202  0.49385792]
1,[ 0.48602647  0.51397353]
1,[ 0.4859474   0.51405257]
1,[ 0.48384079  0.51615918]
1,[ 0.48193091  0.51806909]
1,[ 0.48987147  0.5101285 ]
1,[ 0.49561268  0.50438732]
1,[ 0.49160728  0.50839269]
1,[ 0.49063918  0.50936085]
1,[ 0.48931807  0.51068193]
1,[ 0.48802191  0.51197815]
1,[ 0.47441337  0.52558666]
0,[ 0.52002925  0.47997075]
1,[ 0.48632243  0.5136776 ]
0,[ 0.5014739  0.4985261]
1,[ 0.46761814  0.53238189]
1,[ 0.49096391  0.50903612]
1,[ 0.48149651  0.51850343]
1,[ 0.48019877  0.5198012 ]
0,[ 0.504471  0.495529]
1,[ 0.48427799  0.51572204]
0,[ 0.50699556  0.49300444]
1,[ 0.4776195   0.52238053]
1,[ 0.481828    0.51817197]
1,[ 0.49544504  0.50455499]
1,[ 0.48979616  0.51020384]
1,[ 0.49427602  0.50572395]
1,[ 0.48522514  0.51477486]
1,[ 0.48331961  0.51668042]
1,[ 0.48121348  0.51878655]
0,[ 0.51667506  0.48332492]
0,[ 0.51813763  0.4818624 ]
1,[ 0.49464545  0.50535452]
1,[ 0.47809231  0.52190769]
1,[ 0.48685232  0.51314771]
1,[ 0.48356882  0.51643121]
1,[ 0.48252824  0.51747179]
1,[ 0.48885563  0.51114434]
1,[ 0.49783325  0.50216675]
1,[ 0.49050161  0.50949836]
1,[ 0.48123348  0.51876652]
1,[ 0.4808836   0.51911646]
1,[ 0.48511681  0.51488316]
1,[ 0.48309475  0.51690525]
0,[ 0.50135076  0.49864924]
1,[ 0.48408037  0.51591957]
0,[ 0.50193709  0.49806291]
0,[ 0.50191301  0.49808699]
1,[ 0.47868073  0.52131927]
1,[ 0.49486461  0.50513542]
1,[ 0.48597166  0.51402837]
1,[ 0.48024616  0.51975387]
1,[ 0.48849943  0.5115006 ]
1,[ 0.48510021  0.51489979]
1,[ 0.47182128  0.52817869]
1,[ 0.48652101  0.51347899]
1,[ 0.47860214  0.52139789]
1,[ 0.48746887  0.51253116]
1,[ 0.49076188  0.50923818]
1,[ 0.48585162  0.51414835]
0,[ 0.50501847  0.49498156]
1,[ 0.48144555  0.51855445]
1,[ 0.49227411  0.50772583]
1,[ 0.48140869  0.51859128]
0,[ 0.51075512  0.48924491]
0,[ 0.50074178  0.49925822]
0,[ 0.51276058  0.48723939]
1,[ 0.48003283  0.51996714]
0,[ 0.51044661  0.48955339]
1,[ 0.49730691  0.50269312]
1,[ 0.49979347  0.50020647]
1,[ 0.49479491  0.50520515]
1,[ 0.49344182  0.50655812]
1,[ 0.48598564  0.51401436]
1,[ 0.47676727  0.52323276]
1,[ 0.48092839  0.51907164]
0,[ 0.5037775  0.4962225]
0,[ 0.5077697  0.4922303]
1,[ 0.48967221  0.51032782]
0,[ 0.50015408  0.49984592]
1,[ 0.49494517  0.50505483]
0,[ 0.51395547  0.48604453]
1,[ 0.48516929  0.51483071]
1,[ 0.49183679  0.50816321]
1,[ 0.48190498  0.51809502]
0,[ 0.50365263  0.49634737]
1,[ 0.48544112  0.51455885]
1,[ 0.47672841  0.52327162]
1,[ 0.47982138  0.52017862]
1,[ 0.49590045  0.50409955]
1,[ 0.49988562  0.50011432]
1,[ 0.48556754  0.51443249]
1,[ 0.48300743  0.51699257]
1,[ 0.48876345  0.51123649]
1,[ 0.49128091  0.50871909]
1,[ 0.47944278  0.52055722]
1,[ 0.49301586  0.50698417]
0,[ 0.51302862  0.48697135]
1,[ 0.48652279  0.51347721]
1,[ 0.47709545  0.52290457]
1,[ 0.48439553  0.5156045 ]
1,[ 0.47360757  0.5263924 ]
1,[ 0.4932366   0.50676334]
1,[ 0.49011439  0.50988561]
1,[ 0.49012822  0.50987178]
1,[ 0.47445735  0.52554262]
1,[ 0.48830011  0.51169991]
0,[ 0.50703949  0.49296051]
1,[ 0.47896913  0.5210309 ]
0,[ 0.50975084  0.4902491 ]
1,[ 0.48149621  0.51850379]
1,[ 0.49359754  0.50640249]
1,[ 0.49640629  0.50359368]
1,[ 0.49589399  0.50410604]
1,[ 0.4753671   0.52463293]
1,[ 0.47238296  0.52761704]
1,[ 0.47779679  0.52220321]
1,[ 0.48526981  0.51473022]
1,[ 0.48732564  0.51267433]
1,[ 0.47852319  0.52147681]
1,[ 0.4859055   0.51409453]
0,[ 0.50460356  0.49539644]
1,[ 0.48429897  0.515701  ]
1,[ 0.48882452  0.51117551]
0,[ 0.50209451  0.49790552]
0,[ 0.5042997   0.49570033]
0,[ 0.51640111  0.48359889]
1,[ 0.49609131  0.50390869]
1,[ 0.47746632  0.52253371]
0,[ 0.51802528  0.48197469]
1,[ 0.49561253  0.50438744]
0,[ 0.51381934  0.48618072]
1,[ 0.49940836  0.5005917 ]
1,[ 0.48581734  0.51418269]
1,[ 0.48790175  0.51209825]
1,[ 0.49556428  0.50443566]
1,[ 0.47764623  0.52235371]
1,[ 0.48178166  0.51821834]
1,[ 0.48093173  0.5190683 ]
0,[ 0.51495343  0.4850466 ]
1,[ 0.48028842  0.51971155]
1,[ 0.47691697  0.52308303]
0,[ 0.50350076  0.49649924]
1,[ 0.49371189  0.50628811]
1,[ 0.49869338  0.50130665]
1,[ 0.49455059  0.50544947]
1,[ 0.48343495  0.51656508]
1,[ 0.48858029  0.51141971]
1,[ 0.49909782  0.50090212]
1,[ 0.48369431  0.51630569]
0,[ 0.50604808  0.49395192]
1,[ 0.49006689  0.50993311]
1,[ 0.48655704  0.51344293]
1,[ 0.49460348  0.50539654]
1,[ 0.49694183  0.5030582 ]
1,[ 0.47672725  0.52327269]
1,[ 0.48773351  0.51226646]
1,[ 0.48430198  0.51569802]
1,[ 0.49460706  0.50539291]
1,[ 0.48444399  0.51555598]
1,[ 0.47506881  0.52493125]
0,[ 0.50125688  0.49874309]
1,[ 0.49661809  0.50338191]
1,[ 0.47857428  0.52142572]
1,[ 0.492006  0.507994]
1,[ 0.47979653  0.52020347]
0,[ 0.50729376  0.49270621]
1,[ 0.4795765   0.52042347]
0,[ 0.52195787  0.47804216]
0,[ 0.50979334  0.4902066 ]
0,[ 0.51670545  0.48329455]
1,[ 0.47838479  0.52161521]
1,[ 0.47988382  0.52011621]
1,[ 0.47961724  0.5203827 ]
0,[ 0.50783956  0.49216044]
1,[ 0.49894604  0.50105399]
1,[ 0.48934487  0.51065516]
1,[ 0.49092054  0.50907946]
0,[ 0.50597221  0.49402779]
1,[ 0.49920931  0.50079072]
1,[ 0.48675966  0.51324034]
1,[ 0.49479944  0.50520056]
1,[ 0.48169422  0.51830578]
0,[ 0.5107404   0.48925954]
1,[ 0.4952572  0.5047428]
0,[ 0.51366585  0.48633417]
1,[ 0.48712724  0.51287276]
1,[ 0.48447058  0.51552939]
1,[ 0.48183119  0.51816881]
0,[ 0.5109356   0.48906443]
0,[ 0.50552118  0.49447882]
1,[ 0.48742965  0.51257032]
1,[ 0.49064839  0.50935161]
1,[ 0.49738961  0.50261039]
1,[ 0.49690244  0.50309753]
1,[ 0.49978632  0.50021374]
0,[ 0.50273275  0.49726722]
1,[ 0.49569911  0.50430083]
1,[ 0.48166659  0.51833344]
1,[ 0.4928554   0.50714463]
1,[ 0.4806273   0.51937264]
1,[ 0.49263787  0.50736213]
1,[ 0.49427566  0.50572431]
1,[ 0.49114928  0.50885069]
1,[ 0.48844719  0.51155281]
0,[ 0.51280129  0.48719871]
1,[ 0.48509136  0.51490867]
0,[ 0.50054705  0.49945298]
1,[ 0.49845034  0.5015496 ]
1,[ 0.47858128  0.52141875]
1,[ 0.48834473  0.51165527]
1,[ 0.48624203  0.513758  ]
0,[ 0.50631934  0.49368066]
0,[ 0.51599783  0.48400217]
0,[ 0.50492507  0.49507493]
0,[ 0.50427991  0.49572006]
0,[ 0.50530374  0.49469623]
1,[ 0.48792565  0.51207435]
0,[ 0.50836819  0.49163184]
1,[ 0.49445438  0.50554562]
1,[ 0.47537354  0.52462643]
1,[ 0.49471316  0.50528681]
1,[ 0.4842115  0.5157885]
1,[ 0.49643764  0.50356233]
1,[ 0.48479751  0.51520252]
0,[ 0.50716746  0.49283254]
1,[ 0.49627885  0.50372112]
1,[ 0.49375102  0.50624901]
0,[ 0.50219214  0.49780786]
0,[ 0.50501311  0.49498686]
1,[ 0.48386028  0.51613969]
1,[ 0.49716404  0.50283593]
1,[ 0.49696574  0.50303429]
0,[ 0.50281757  0.49718246]
1,[ 0.48722646  0.51277351]
0,[ 0.5037725  0.4962275]
1,[ 0.47520822  0.52479172]
0,[ 0.50984728  0.49015275]
1,[ 0.49448279  0.50551724]
1,[ 0.49602875  0.50397128]
1,[ 0.48260343  0.51739663]
1,[ 0.4797129  0.5202871]
1,[ 0.47789958  0.52210045]
1,[ 0.49920052  0.50079948]
0,[ 0.5034101  0.4965899]
1,[ 0.48233056  0.51766944]
1,[ 0.48183826  0.51816177]
1,[ 0.48507991  0.51492012]
1,[ 0.49952579  0.50047427]
1,[ 0.47780323  0.52219677]
1,[ 0.48064739  0.51935261]
0,[ 0.50250465  0.49749532]
1,[ 0.48556444  0.51443553]
1,[ 0.49440938  0.50559062]
1,[ 0.48802075  0.51197922]
1,[ 0.48259354  0.51740652]
1,[ 0.49954     0.50046003]
1,[ 0.48556697  0.51443303]
1,[ 0.49944639  0.50055361]
1,[ 0.48644808  0.51355189]
1,[ 0.49132961  0.50867033]
1,[ 0.491927    0.50807303]
1,[ 0.47770855  0.52229142]
1,[ 0.48288819  0.51711178]
0,[ 0.51107252  0.48892748]
1,[ 0.48898944  0.51101059]
1,[ 0.48669109  0.51330888]
1,[ 0.48107436  0.51892561]
1,[ 0.49818307  0.50181693]
1,[ 0.4980357   0.50196433]
0,[ 0.50733775  0.49266231]
1,[ 0.48075849  0.51924151]
1,[ 0.49396533  0.50603461]
1,[ 0.49708834  0.50291163]
1,[ 0.4952265  0.5047735]
1,[ 0.48012769  0.51987225]
0,[ 0.51633424  0.48366576]
1,[ 0.48472661  0.51527333]
1,[ 0.47656888  0.52343106]
1,[ 0.48945117  0.51054889]
1,[ 0.47989097  0.520109  ]
1,[ 0.47273171  0.52726829]
1,[ 0.49081919  0.50918084]
1,[ 0.47926223  0.52073777]
1,[ 0.48357952  0.51642054]
1,[ 0.49522164  0.50477833]
0,[ 0.50382566  0.49617434]
1,[ 0.49177659  0.50822341]
0,[ 0.50130659  0.49869338]
1,[ 0.48225603  0.517744  ]
1,[ 0.48713344  0.5128665 ]
1,[ 0.48520145  0.51479858]
1,[ 0.49864364  0.50135642]
1,[ 0.48740667  0.51259333]
1,[ 0.49780065  0.50219935]
1,[ 0.49523807  0.50476193]
0,[ 0.50939798  0.49060205]
1,[ 0.48528105  0.51471895]
1,[ 0.4774977  0.5225023]
1,[ 0.49215019  0.50784987]
1,[ 0.48264077  0.51735926]
1,[ 0.4933624   0.50663763]
1,[ 0.48319301  0.51680696]
1,[ 0.48331517  0.51668477]
1,[ 0.48115903  0.51884103]
1,[ 0.47751981  0.52248019]
1,[ 0.48517445  0.51482558]
1,[ 0.49260277  0.50739723]
1,[ 0.49523187  0.50476813]
1,[ 0.49534941  0.50465059]
0,[ 0.52139324  0.47860673]
0,[ 0.508039    0.49196103]
1,[ 0.48804569  0.51195431]
1,[ 0.49851763  0.50148243]
1,[ 0.48886371  0.51113629]
1,[ 0.4855448  0.5144552]
1,[ 0.47727498  0.52272505]
1,[ 0.4914946  0.5085054]
1,[ 0.4900212   0.50997877]
0,[ 0.51202583  0.48797423]
1,[ 0.49321821  0.50678182]
0,[ 0.51429492  0.48570511]
1,[ 0.47759393  0.52240604]
1,[ 0.48603043  0.5139696 ]
1,[ 0.48416451  0.51583546]
1,[ 0.49715635  0.50284362]
0,[ 0.50710118  0.49289882]
1,[ 0.49568254  0.50431746]
0,[ 0.50730187  0.49269813]
1,[ 0.47730362  0.52269638]
1,[ 0.47515011  0.52484983]
1,[ 0.4887841   0.51121587]
1,[ 0.49724242  0.50275755]
1,[ 0.49099794  0.50900203]
1,[ 0.47235125  0.52764875]
1,[ 0.48457551  0.51542449]
1,[ 0.48876333  0.51123667]
1,[ 0.4808408   0.51915914]
1,[ 0.49139407  0.50860596]
0,[ 0.51345062  0.48654938]
1,[ 0.48068082  0.51931924]
0,[ 0.50444216  0.49555784]
1,[ 0.49856463  0.5014354 ]
1,[ 0.48607796  0.51392204]
1,[ 0.49646419  0.50353581]
1,[ 0.49892381  0.50107616]
1,[ 0.49742767  0.50257236]
1,[ 0.48554486  0.51445514]
1,[ 0.47902256  0.52097744]
1,[ 0.47385836  0.52614164]
1,[ 0.49397382  0.50602621]
1,[ 0.48371792  0.51628208]
1,[ 0.48404902  0.51595098]
1,[ 0.49288338  0.50711662]
1,[ 0.48730424  0.51269573]
1,[ 0.4891977   0.51080233]
1,[ 0.47720161  0.52279836]
1,[ 0.48070431  0.51929569]
1,[ 0.49336588  0.50663406]
1,[ 0.48703381  0.51296622]
1,[ 0.47553211  0.52446789]
1,[ 0.47960767  0.52039236]
1,[ 0.49156097  0.50843906]
1,[ 0.48794383  0.51205617]
1,[ 0.4736132  0.5263868]
1,[ 0.48916158  0.51083845]
1,[ 0.47329476  0.52670527]
1,[ 0.48913288  0.51086712]
1,[ 0.49035087  0.5096491 ]
0,[ 0.50592142  0.49407858]
1,[ 0.49536771  0.50463229]
1,[ 0.47785947  0.52214056]
1,[ 0.48614383  0.51385611]
1,[ 0.48823532  0.51176465]
1,[ 0.49240616  0.50759387]
1,[ 0.49114817  0.50885177]
1,[ 0.49488324  0.50511676]
1,[ 0.49151665  0.50848335]
1,[ 0.48735547  0.51264459]
0,[ 0.50494903  0.49505097]
0,[ 0.50817108  0.49182892]
1,[ 0.48807308  0.51192689]
1,[ 0.48376629  0.51623374]
1,[ 0.48228648  0.51771355]
1,[ 0.48376346  0.51623654]
0,[ 0.51178867  0.48821133]
1,[ 0.48123705  0.51876295]
0,[ 0.51405573  0.48594424]
1,[ 0.49558911  0.50441092]
1,[ 0.48930517  0.51069486]
1,[ 0.48571065  0.51428932]
0,[ 0.50499237  0.49500763]
1,[ 0.49708962  0.50291044]
1,[ 0.49437946  0.50562054]
1,[ 0.49000281  0.50999719]
1,[ 0.49865261  0.50134742]
0,[ 0.51729578  0.48270419]
1,[ 0.49227855  0.50772142]
1,[ 0.48654282  0.51345718]
0,[ 0.50613028  0.49386975]
1,[ 0.49773416  0.50226581]
1,[ 0.47763047  0.5223695 ]
1,[ 0.49519157  0.50480837]
1,[ 0.47866073  0.5213393 ]
1,[ 0.4826982  0.5173018]
0,[ 0.50311923  0.49688074]
1,[ 0.48567715  0.51432282]
1,[ 0.47644418  0.52355582]
1,[ 0.4824979   0.51750207]
1,[ 0.49136144  0.5086385 ]
1,[ 0.47450554  0.52549446]
0,[ 0.50592637  0.49407363]
1,[ 0.47558939  0.52441067]
0,[ 0.50012159  0.49987835]
1,[ 0.48881668  0.51118332]
1,[ 0.49246609  0.50753391]
1,[ 0.48932958  0.51067042]
0,[ 0.50145817  0.4985418 ]
1,[ 0.4961043  0.5038957]
1,[ 0.47080654  0.5291934 ]
1,[ 0.48805097  0.511949  ]
1,[ 0.48980966  0.51019031]
1,[ 0.4767347   0.52326536]
1,[ 0.47778377  0.52221626]
1,[ 0.49872434  0.50127566]
1,[ 0.48886439  0.51113558]
0,[ 0.51200694  0.48799309]
1,[ 0.47741872  0.52258128]
0,[ 0.50568485  0.49431518]
1,[ 0.48347354  0.51652646]
1,[ 0.48802844  0.51197159]
0,[ 0.50583714  0.49416289]
1,[ 0.47107303  0.52892697]
1,[ 0.48710427  0.5128957 ]
1,[ 0.49220249  0.50779754]
1,[ 0.48952362  0.51047635]
1,[ 0.48223338  0.51776665]
1,[ 0.49929684  0.50070316]
1,[ 0.4900865  0.5099135]
0,[ 0.50029266  0.49970731]
1,[ 0.49680239  0.50319761]
1,[ 0.4902215  0.5097785]
1,[ 0.48063856  0.5193615 ]
1,[ 0.48136389  0.51863611]
1,[ 0.4795889   0.52041113]
1,[ 0.48818204  0.51181793]
1,[ 0.48690328  0.51309669]
0,[ 0.50722975  0.49277028]
1,[ 0.48375747  0.51624256]
1,[ 0.48228487  0.51771516]
0,[ 0.50067103  0.499329  ]
1,[ 0.48181021  0.51818979]
0,[ 0.50908285  0.49091712]
1,[ 0.48504204  0.5149579 ]
1,[ 0.4950808   0.50491923]
1,[ 0.49101022  0.50898975]
0,[ 0.5053727   0.49462727]
0,[ 0.51588982  0.48411021]
0,[ 0.50692654  0.49307343]
1,[ 0.48228693  0.51771307]
1,[ 0.47342303  0.52657694]
1,[ 0.49391726  0.50608277]
0,[ 0.50097531  0.49902472]
1,[ 0.4866758  0.5133242]
1,[ 0.48489153  0.51510853]
1,[ 0.48831216  0.51168782]
1,[ 0.47276267  0.5272373 ]
1,[ 0.49811316  0.50188684]
1,[ 0.48220694  0.51779306]
1,[ 0.47226331  0.52773666]
1,[ 0.49976465  0.50023538]
1,[ 0.47729498  0.52270496]
1,[ 0.4871493   0.51285064]
0,[ 0.50511265  0.49488732]
0,[ 0.50070059  0.49929935]
1,[ 0.49085972  0.50914025]
0,[ 0.50552595  0.49447405]
1,[ 0.47959298  0.52040702]
1,[ 0.48496422  0.51503575]
1,[ 0.49677458  0.50322539]
1,[ 0.49675304  0.5032469 ]
1,[ 0.49095687  0.5090431 ]
0,[ 0.50066859  0.49933144]
1,[ 0.48075712  0.51924282]
1,[ 0.48648405  0.51351595]
1,[ 0.48357403  0.51642591]
1,[ 0.49075967  0.50924033]
1,[ 0.49434736  0.50565261]
0,[ 0.50339323  0.49660677]
0,[ 0.51161504  0.48838493]
1,[ 0.49257562  0.50742441]
1,[ 0.49472377  0.5052762 ]
1,[ 0.49424961  0.50575036]
1,[ 0.49864748  0.50135255]
1,[ 0.4818885   0.51811153]
1,[ 0.48669821  0.51330179]
1,[ 0.48531061  0.51468945]
1,[ 0.49399671  0.50600326]
1,[ 0.49311316  0.50688684]
